timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2023-01-01 00:00:00,16541.77,16545.7,16508.39,16529.67,4364.8357,1672534799999.0,72146293.5867229,149854.0,2179.94772,36032352.8703572,0.0
2023-01-01 01:00:00,16529.59,16556.8,16525.78,16551.47,3590.06669,1672538399999.0,59376757.3446092,126556.0,1730.24901,28617416.0048643,0.0
2023-01-01 02:00:00,16551.47,16559.77,16538.14,16548.19,3318.84038,1672541999999.0,54919453.3756213,115398.0,1611.12302,26660867.8677365,0.0
2023-01-01 03:00:00,16548.19,16548.19,16518.21,16533.04,4242.0805,1672545599999.0,70122541.9374544,137724.0,2096.09287,34649044.4851304,0.0
2023-01-01 04:00:00,16533.04,16535.97,16511.92,16521.85,4285.00909,1672549199999.0,70802644.4781446,129535.0,2188.40175,36159818.0240712,0.0
2023-01-01 05:00:00,16522.22,16534.98,16512.3,16530.71,3717.37178,1672552799999.0,61412217.1273777,118541.0,1925.65583,31812891.5854562,0.0
2023-01-01 06:00:00,16530.71,16550.0,16528.81,16539.79,3344.90206,1672556399999.0,55329560.6534511,106074.0,1625.16179,26882457.0576409,0.0
2023-01-01 07:00:00,16539.79,16544.57,16499.01,16526.19,5184.95822,1672559999999.0,85663591.9296989,148545.0,2476.59015,40917573.3652945,0.0
2023-01-01 08:00:00,16525.7,16534.03,16508.45,16513.34,4271.92023,1672563599999.0,70568383.4577827,135605.0,2092.4027,34565020.0940138,0.0
2023-01-01 09:00:00,16513.33,16542.49,16505.2,16537.88,4100.75049,1672567199999.0,67754195.982209,134070.0,2103.34139,34752675.689757,0.0
2023-01-01 10:00:00,16538.32,16548.71,16533.42,16548.34,3803.76616,1672570799999.0,62913519.976031,128045.0,1938.08864,32055964.449014,0.0
2023-01-01 11:00:00,16547.98,16557.0,16540.2,16556.66,3739.53013,1672574399999.0,61883892.7802737,134038.0,1870.39915,30952930.3702025,0.0
2023-01-01 12:00:00,16556.66,16572.94,16548.58,16560.93,4150.48564,1672577999999.0,68733338.0555451,146800.0,2064.92986,34196174.0066522,0.0
2023-01-01 13:00:00,16561.29,16567.26,16539.05,16548.04,4379.68203,1672581599999.0,72483198.3094618,151206.0,2132.25783,35289079.896103,0.0
2023-01-01 14:00:00,16547.61,16558.56,16540.85,16542.94,3294.99093,1672585199999.0,54535015.5423522,110412.0,1660.99212,27491283.0499973,0.0
2023-01-01 15:00:00,16542.94,16559.99,16533.68,16558.73,3220.93236,1672588799999.0,53292963.4774878,112258.0,1657.51542,27425404.5887808,0.0
2023-01-01 16:00:00,16558.73,16584.66,16558.0,16565.14,4962.13235,1672592399999.0,82217236.1606148,152217.0,2514.82348,41668653.8099173,0.0
2023-01-01 17:00:00,16565.13,16596.64,16562.51,16578.85,4714.40354,1672595999999.0,78161014.3518955,151893.0,2395.66351,39718756.7926369,0.0
2023-01-01 18:00:00,16579.25,16603.89,16578.85,16591.88,4146.37245,1672599599999.0,68800698.8914366,141406.0,2156.10882,35776785.9729547,0.0
2023-01-01 19:00:00,16591.35,16623.65,16591.34,16603.08,4709.74023,1672603199999.0,78223013.1208198,148980.0,2370.80934,39376884.9459543,0.0
2023-01-01 20:00:00,16603.53,16628.0,16600.55,16604.51,4189.05318,1672606799999.0,69590383.5377923,147849.0,2126.6117,35328801.3016105,0.0
2023-01-01 21:00:00,16604.51,16608.83,16592.63,16606.68,3656.77804,1672610399999.0,60709003.9427833,136504.0,1858.75074,30858901.4649609,0.0
2023-01-01 22:00:00,16607.02,16613.85,16586.24,16602.12,3690.19661,1672613999999.0,61254180.746348,126447.0,1866.90555,30989586.3898691,0.0
2023-01-01 23:00:00,16602.39,16625.0,16600.8,16616.75,3846.61495,1672617599999.0,63900690.9112989,128398.0,1905.95929,31662349.7520832,0.0
2023-01-02 00:00:00,16617.17,16629.05,16581.25,16588.35,4327.06948,1672621199999.0,71832138.4691972,149018.0,2028.47026,33673522.9494199,0.0
2023-01-02 01:00:00,16587.97,16589.2,16548.7,16565.04,5791.85443,1672624799999.0,95944925.045511,180925.0,2816.37831,46655451.0652188,0.0
2023-01-02 02:00:00,16565.03,16595.92,16555.0,16587.85,3150.41571,1672628399999.0,52224888.1120106,118824.0,1598.52947,26499301.0028109,0.0
2023-01-02 03:00:00,16587.99,16707.25,16581.8,16661.94,6194.13548,1672631999999.0,103030651.2525582,171225.0,3277.32371,54517255.708229,0.0
2023-01-02 04:00:00,16662.38,16674.84,16629.29,16639.44,4983.39445,1672635599999.0,82956333.1892861,168122.0,2424.93966,40367608.1979881,0.0
2023-01-02 05:00:00,16639.74,16662.94,16619.44,16647.58,4976.78402,1672639199999.0,82815640.7600262,153618.0,2278.73858,37917511.4934997,0.0
2023-01-02 06:00:00,16648.37,16663.27,16635.93,16641.1,3210.61774,1672642799999.0,53448745.656098,133057.0,1580.31619,26308644.3665057,0.0
2023-01-02 07:00:00,16641.1,16769.51,16637.44,16721.28,12856.08557,1672646399999.0,214957166.0045606,322222.0,6607.54533,110472103.8057441,0.0
2023-01-02 08:00:00,16721.27,16772.01,16707.52,16733.71,7080.81126,1672649999999.0,118529873.5072948,232689.0,3600.24531,60267451.3757081,0.0
2023-01-02 09:00:00,16733.71,16745.68,16710.54,16717.5,5599.20896,1672653599999.0,93655810.850548,188371.0,2706.63747,45274401.0557617,0.0
2023-01-02 10:00:00,16717.5,16762.86,16708.68,16727.95,5892.57705,1672657199999.0,98601861.9257348,198444.0,3066.45273,51311880.7779462,0.0
2023-01-02 11:00:00,16727.72,16741.72,16704.07,16735.11,4695.34392,1672660799999.0,78524975.0914489,180194.0,2394.24674,40042560.0979108,0.0
2023-01-02 12:00:00,16735.51,16746.29,16719.3,16721.54,4262.00363,1672664399999.0,71316441.962335,178620.0,2122.56634,35518307.4769743,0.0
2023-01-02 13:00:00,16721.96,16725.6,16685.0,16694.78,5598.29706,1672667999999.0,93533995.7253008,191106.0,2582.79375,43153454.7082556,0.0
2023-01-02 14:00:00,16695.12,16710.41,16669.15,16698.69,5460.35075,1672671599999.0,91162148.0026196,184159.0,2714.72753,45323673.4973906,0.0
2023-01-02 15:00:00,16698.69,16750.0,16692.01,16734.66,6426.56347,1672675199999.0,107460985.3331384,202055.0,3378.12058,56486919.0699999,0.0
2023-01-02 16:00:00,16734.66,16739.64,16708.23,16710.88,3861.0201,1672678799999.0,64588414.4885835,155899.0,1880.5146,31458598.3003714,0.0
2023-01-02 17:00:00,16710.69,16723.0,16707.12,16715.42,3035.91493,1672682399999.0,50742538.9252859,124972.0,1622.9706,27126765.9994859,0.0
2023-01-02 18:00:00,16715.42,16731.71,16707.47,16723.81,2810.694,1672685999999.0,46983603.5512847,113864.0,1469.96642,24572110.7146456,0.0
2023-01-02 19:00:00,16723.64,16738.22,16715.88,16737.56,2607.1075,1672689599999.0,43605490.2858551,108373.0,1316.05853,22012453.0503354,0.0
2023-01-02 20:00:00,16737.56,16738.23,16709.29,16728.52,2881.53898,1672693199999.0,48193479.8135003,111822.0,1417.43862,23706442.1661788,0.0
2023-01-02 21:00:00,16728.52,16799.23,16718.41,16757.76,3771.07914,1672696799999.0,63136180.1259122,119524.0,2033.27194,34043117.7824074,0.0
2023-01-02 22:00:00,16757.76,16763.78,16690.18,16698.4,5609.151,1672700399999.0,93779389.4186821,172674.0,2761.75077,46172269.7167796,0.0
2023-01-02 23:00:00,16698.4,16722.98,16660.51,16672.87,6806.55328,1672703999999.0,113657537.7711064,176341.0,3245.25604,54192976.3122388,0.0
2023-01-03 00:00:00,16672.78,16706.14,16647.81,16695.59,5684.61483,1672707599999.0,94846159.4394865,178957.0,2884.00666,48118051.9140949,0.0
2023-01-03 01:00:00,16695.59,16696.04,16651.42,16677.6,5606.2077,1672711199999.0,93464173.9245635,183645.0,2784.63174,46424277.4334205,0.0
2023-01-03 02:00:00,16677.6,16688.53,16671.6,16674.03,4217.23484,1672714799999.0,70343075.5856594,157371.0,2049.00981,34177594.9925777,0.0
2023-01-03 03:00:00,16674.04,16700.28,16666.91,16691.81,4675.39859,1672718399999.0,78006697.4643489,182489.0,2436.93728,40659273.0922399,0.0
2023-01-03 04:00:00,16691.81,16699.63,16681.79,16685.64,3591.36818,1672721999999.0,59941732.1062934,145297.0,1762.118,29410894.2559027,0.0
2023-01-03 05:00:00,16685.21,16727.72,16683.31,16725.5,5214.59458,1672725599999.0,87105306.8891697,200678.0,2673.69196,44662472.5682821,0.0
2023-01-03 06:00:00,16725.5,16778.4,16722.31,16727.58,7123.40419,1672729199999.0,119264921.7440105,246428.0,3580.67404,59950558.5220569,0.0
2023-01-03 07:00:00,16727.58,16732.64,16707.57,16729.74,5504.97638,1672732799999.0,92050875.3686882,194877.0,2716.38793,45422579.627107,0.0
2023-01-03 08:00:00,16730.15,16735.84,16698.15,16715.22,7060.75169,1672736399999.0,118021480.4886061,245378.0,3481.85871,58200411.0832966,0.0
2023-01-03 09:00:00,16714.77,16766.0,16714.0,16741.31,6977.90665,1672739999999.0,116782574.6111337,228859.0,3576.63537,59859939.1122169,0.0
2023-01-03 10:00:00,16741.22,16749.1,16721.89,16724.32,5640.0479,1672743599999.0,94391896.866501,189848.0,2792.93992,46743146.1089722,0.0
2023-01-03 11:00:00,16724.0,16737.58,16709.87,16721.03,5897.45752,1672747199999.0,98640536.2067268,192787.0,2844.17647,47572358.3883478,0.0
2023-01-03 12:00:00,16721.42,16728.02,16703.0,16710.85,6466.63588,1672750799999.0,108107435.2085697,218679.0,3212.45692,53705727.3879299,0.0
2023-01-03 13:00:00,16710.85,16739.93,16709.41,16725.53,7567.34193,1672754399999.0,126566700.4017809,230916.0,3738.12604,62522130.4595989,0.0
2023-01-03 14:00:00,16725.53,16773.0,16631.95,16661.23,15670.06766,1672757999999.0,262096359.2804609,373748.0,7549.53611,126288218.1036729,0.0
2023-01-03 15:00:00,16662.08,16683.45,16617.79,16676.94,12427.73835,1672761599999.0,206974952.5609354,341217.0,6326.82445,105369220.9031475,0.0
2023-01-03 16:00:00,16677.54,16688.2,16611.3,16622.58,10273.56889,1672765199999.0,171059532.6858257,292918.0,4965.67112,82681953.1609264,0.0
2023-01-03 17:00:00,16621.93,16644.0,16605.28,16633.65,6785.77064,1672768799999.0,112832933.4454089,216213.0,3436.7778,57147219.0374792,0.0
2023-01-03 18:00:00,16633.15,16653.53,16626.8,16645.08,5698.95938,1672772399999.0,94837271.1657022,192540.0,2902.77156,48306599.662082,0.0
2023-01-03 19:00:00,16644.51,16657.54,16622.41,16643.37,6760.83384,1672775999999.0,112492775.6799376,207378.0,3384.91663,56322061.7625641,0.0
2023-01-03 20:00:00,16643.77,16680.44,16640.4,16661.37,7053.06124,1672779599999.0,117496354.6420758,212474.0,3547.08396,59090057.0656967,0.0
2023-01-03 21:00:00,16661.37,16685.73,16658.36,16664.63,4588.95144,1672783199999.0,76484018.0041962,160110.0,2381.39976,39691884.704947,0.0
